delta.B se.delta.B p.value.B delta.AB se.delta.AB p.value.AB delta.P.k1 se.delta.P.k1 p.value.P.k1 delta.P.k2 se.delta.P.k2 p.value.P.k2 delta.P.k3 se.delta.P.k3 p.value.P.k3
2.97539702258444 0.719714380568251 3.56292686931603e-05 1.23625704030773 0.400604347856083 0.00202882408684135 2.81604684215527 0.6996761641299 5.70271458582017e-05 2.90102871485096 0.710524926071232 4.44700264818909e-05 2.92886688608518 0.711138592427984 3.81247484066982e-05
0.969359217109879 0.733987274336186 0.186609492693929 0.821550885985593 0.354414030551814 0.0204463826633956 0.631803927058723 0.71755545695115 0.378591261686427 0.742800199782678 0.723381230000203 0.304493585786847 0.767140591338821 0.722960617157643 0.288640007547249
2.25085961089389 0.731368587943388 0.00208675150977888 1.4784575711156 0.409527979294885 0.000306019588634632 1.93261029452075 0.723712612094631 0.00757583980076104 2.03463421880642 0.726586179681663 0.0051060589641585 2.05359534616678 0.726463308740324 0.00470098488779458
3.72419160634818 0.769346095270576 1.29367366397126e-06 2.17398983046465 0.435595102248504 6.01141574962938e-07 3.54636993111176 0.741249729739875 1.7157405234336e-06 3.58200025615211 0.743714251190855 1.4619604280508e-06 3.61357917907125 0.745404626972617 1.24832567927058e-06
0.866501302010255 0.726310322200877 0.232862316060583 0.507207911349088 0.41423552464388 0.220785044647997 0.726388816577492 0.712610165883282 0.308043731342454 0.75931059509875 0.714047201673891 0.287605163057875 0.783146736332236 0.713291806883593 0.272233671516928
2.37049235920591 0.720759092859175 0.00100585811680265 0.949088855641508 0.332304220815423 0.00428901289514716 2.19189013560187 0.706247734572446 0.00191200216842202 2.26486096426579 0.710335836826195 0.00143044246409119 2.28829875832201 0.710396940889226 0.00127675014331929
1.80956800878868 0.773354319464429 0.0192891551293872 0.624673247407189 0.362589707146842 0.0849228528692294 1.50885773870792 0.737596533104062 0.0407917005954366 1.64585696767815 0.747910152319289 0.027763795932181 1.68305169666721 0.747613502924783 0.0243708255086954
2.80439378880168 0.760963599051636 0.000228416153965627 1.1498047853218 0.406786032193273 0.00470510520902079 2.45911648153383 0.736077198191222 0.000835252053589031 2.60023365743248 0.740389491921543 0.000444780181839688 2.66134505565489 0.745189790056522 0.000355124998168144
2.09642784745762 0.739847650925951 0.00460277720363322 0.818740500946834 0.435541780782413 0.0601325040137031 2.0776681107119 0.720254976151249 0.00391875657154417 2.0995088312734 0.724734148034382 0.00376825978303241 2.10453625045595 0.726209362790543 0.00375581066906827
3.23266583624464 0.706363947089798 4.72847750243588e-06 0.899611553640007 0.421729737950124 0.0329126637586798 2.92184858598909 0.686409217445253 2.0745229784902e-05 3.03109471588227 0.696139567124776 1.33585427706251e-05 3.06373286670069 0.697728552423782 1.12825488023383e-05
2.49579704171395 0.737837152963519 0.000718069973879132 1.11933744192267 0.396082869177564 0.00471305694119084 2.27683393272548 0.715755476355024 0.00146756473257614 2.41915370223791 0.734515646093376 0.000989356811858855 2.43913031557616 0.734448850096855 0.000896842991399138
3.97552481808419 0.816484730280119 1.12122246220814e-06 1.56711673072862 0.466652826837659 0.00078449876835851 3.46684852556873 0.776780963991022 8.07835883320784e-06 3.56210089040255 0.781550549027647 5.17080320472374e-06 3.56842344014316 0.781376821105948 4.95130079714023e-06
2.84264831829963 0.733713549644232 0.000106918507964959 1.08240836479097 0.369352700777375 0.00338357206975459 2.51059858187573 0.712142203552944 0.000422815862628045 2.65342540877044 0.7184286656178 0.00022129860257647 2.67312543736014 0.717833229627197 0.000196183520949855
