delta.B se.delta.B p.value.B delta.AB se.delta.AB p.value.AB delta.P.k1 se.delta.P.k1 p.value.P.k1 delta.P.k2 se.delta.P.k2 p.value.P.k2 delta.P.k3 se.delta.P.k3 p.value.P.k3
0.601386412198945 0.635248465138764 0.343794326138628 0.151776861242015 0.426911748947457 0.722197965611647 0.383130415198355 0.566220490204737 0.498631050482688 0.508348570259155 0.570176125180573 0.372626613702364 0.519690763791703 0.574333409984716 0.36554008207366
0.433797878733568 0.606444496111579 0.47441540592772 -0.0075644095155365 0.408496768490469 0.985225879094315 0.573933491509797 0.541096884756275 0.288832959510072 0.737376764557869 0.555570291663331 0.184428321952973 0.672160730607082 0.555542998969306 0.226310873192992
0.389755488962093 0.612481177672938 0.524545033200308 -0.0211774088155501 0.399970335470964 0.957773778801729 0.604903479459088 0.541577551997031 0.264024837169245 0.391136062624213 0.559041641792471 0.484143028439521 0.471694371955572 0.561466167943624 0.40084568565099
-0.193488645799802 0.61707762753917 0.75385797044454 -0.234721435850433 0.40867103545156 0.565728949847556 -0.513323654676826 0.556748586388275 0.356527209657887 -0.38432024329618 0.568768912690218 0.499227687101023 -0.290425598552611 0.569927257330368 0.610343197368746
-0.958416717538517 0.618266368949885 0.12110120718873 -0.580544200009568 0.401431894961946 0.148125728409257 -0.84388756897879 0.526933407763888 0.109264659134205 -0.707318415626171 0.53803274685069 0.188631516812207 -0.753225496461194 0.544031548108611 0.166197636321384
-0.629358489934965 0.616480075200268 0.30730644526812 -0.352020338125103 0.417916873132799 0.399608058954164 -0.348209435849292 0.547134067114812 0.524499882616829 -0.373390089082152 0.558953024574513 0.504122779276911 -0.434058040974866 0.562940870571042 0.440674681527497
1.35650673442994 0.646112669223224 0.0357737766014297 0.499893454014092 0.409370897560242 0.22203831004045 0.496296169807776 0.564600719956442 0.379389620420147 0.659683932685082 0.574946424792429 0.251223235460168 0.649077428311465 0.579337887606111 0.262552712619617
-0.367381558898369 0.591893227603031 0.534804331334452 -0.101653913611397 0.393537610087196 0.796169211392747 0.0593589437086717 0.511660224348461 0.907642694089259 0.0619563245453794 0.517980885255867 0.904791132911549 0.00734660855040126 0.524808970413866 0.988831071063215
1.31248332308676 0.618785851942244 0.0339165626193489 0.805329709670385 0.400964736403124 0.0445922944509998 1.36218961006075 0.546334076181758 0.0126552168048155 1.27555918175364 0.550060861920359 0.0203981866801461 1.35752983765387 0.552216835929887 0.0139585813946301
-0.239947180789555 0.635644650894021 0.705812204608168 0.0512385574641225 0.405556125340757 0.899461630108458 -0.133049221357263 0.547314264497026 0.807932002309646 -0.25310911305869 0.564037142584218 0.65361527897579 -0.226127032927234 0.569720931667808 0.691434997342633
