A W S Y
1 2.655086631421 5.38196379798739 4.77124219988959
1 3.7212389963679 6.0750471994454 2.03012284102467
1 5.72853363351896 2.18915993791175 -1.8507423452796
1 9.08207789994776 3.44318572031379 3.90347244447902
1 2.01681931037456 4.35055831260524 2.26231500301975
1 8.98389684967697 9.14203272135706 20.1804945087159
1 9.44675268605351 2.43069238569079 2.34897262251912
1 6.60797792486846 3.88677535243048 0.745206837514668
1 6.2911404389888 2.73902886135424 7.20209181240303
1 0.617862704675645 10.1785573426222 3.17989237076796
1 2.05974574899301 2.78265993427313 -2.9568066452832
1 1.76556752528995 8.23467450750632 -0.11808804224875
1 6.87022846657783 8.34860690655171 12.7130851172062
1 3.84103718213737 8.5030118879763 2.41435361923732
1 7.69841419998556 4.0532033984414 2.60595157084664
1 4.97699242085218 5.84176592418756 2.60325130312062
1 7.17618508264422 8.81763326636762 14.3557074356626
1 9.91906094830483 2.66239469108662 3.78493478500619
1 3.80035179434344 17.6906199077521 8.99519255988899
1 7.77445221319795 27.4068236164007 51.1779735694972
1 9.34705231105909 2.07021724173156 7.10877267250247
1 2.12142521282658 10.8504778894091 1.78894986441704
1 6.51673766085878 3.85096698096214 0.686562580750352
1 1.25555095961317 5.82104811237667 -4.5875169301375
1 2.67220668727532 6.54537218518719 7.46776985383642
1 3.86114092543721 8.25708314503488 5.77539217531327
1 0.133903331588954 2.15535586767553 2.38633799337429
1 3.82387957070023 5.19415013019383 5.47351733829965
1 8.6969084572047 0.562972003142697 -0.642463248993201
1 3.4034899668768 13.261491022071 7.57977849595463
1 4.82080115471035 9.8333272838307 3.39172885780809
1 5.99565825425088 2.80320807566347 11.6632922325948
1 4.93541307048872 1.49555610280532 0.294838994355483
1 1.86217601411045 1.90974935404782 8.53939934775411
1 8.27373318606988 4.70822405963688 11.1646432097948
1 6.68466738192365 5.91925791188082 11.3883240220608
1 7.9423986072652 6.81020136065745 9.77003635592428
1 1.07943625887856 2.22793815817563 3.94853182519652
1 7.23710946040228 7.17761987590792 13.8258158898386
1 4.11274429643527 2.67786723069335 -1.14992322101647
1 8.20946294115856 5.50053352669741 6.94389912017287
1 6.47060193819925 8.12264256232725 15.6240790766541
1 7.8293276228942 6.52206216034278 12.2416167621155
1 5.53036311641335 7.40835808892468 12.3043742371614
1 5.29719580197707 1.36012071422004 -0.143185717454843
1 7.89356231689453 2.32636952810519 5.11786803816476
1 0.23331202333793 3.66537907627059 2.09318232721887
1 4.77230065036565 2.80436872374672 4.57829219852748
1 7.323137386702 4.87040226984993 4.273646520304
1 6.92731556482613 3.91944069472139 3.8225695038975
1 4.77619622135535 3.3987208574922 0.515222084055218
1 8.612094768323 8.16338795522286 19.9959478964806
1 4.38097107224166 8.10482884748501 7.56386002769312
1 2.44797277031466 2.79764040066769 5.42231640069993
1 0.706790471449494 3.05582437214434 5.93688395833481
1 0.994661601725966 11.2322809908979 5.09818658061767
1 3.1627170718275 5.1536699086384 4.24862449366588
1 5.18634263193235 2.52807824202037 6.24570389405526
1 6.62005076417699 8.66328933721945 17.4193744086084
1 4.06830187188461 14.2558140500231 12.5492814312243
1 9.12875924259424 7.39064639587284 14.0377770110542
1 2.93603372760117 2.23685399443435 3.65508742427511
