A W S Y
1 2.655086631421 5.38196379798739 2.62077166767325
1 3.7212389963679 6.0750471994454 2.92663079025599
1 5.72853363351896 2.18915993791175 4.06409773796461
1 9.08207789994776 3.44318572031379 7.66069401345197
1 2.01681931037456 4.35055831260524 0.881064451572266
1 8.98389684967697 9.14203272135706 26.9517767700142
1 9.44675268605351 2.43069238569079 6.33411260741112
1 6.60797792486846 3.88677535243048 10.8541465918732
1 6.2911404389888 2.73902886135424 5.61818883499759
1 0.617862704675645 10.1785573426222 1.82730398591708
1 2.05974574899301 2.78265993427313 2.46298328813901
1 1.76556752528995 8.23467450750632 0.337494356620831
1 6.87022846657783 8.34860690655171 26.103679799511
1 3.84103718213737 8.5030118879763 2.6621126644581
1 7.69841419998556 4.0532033984414 11.8934603098306
1 4.97699242085218 5.84176592418756 4.71313311591804
1 7.17618508264422 8.81763326636762 25.8516778352614
1 9.91906094830483 2.66239469108662 8.0968949297947
1 3.80035179434344 17.6906199077521 3.18284394173217
1 7.77445221319795 27.4068236164007 79.1301222525227
1 9.34705231105909 2.07021724173156 4.73050371428588
1 2.12142521282658 10.8504778894091 2.56439410907296
1 6.51673766085878 3.85096698096214 9.49480520763824
1 1.25555095961317 5.82104811237667 3.67410546689998
1 2.67220668727532 6.54537218518719 3.8456279861116
1 3.86114092543721 8.25708314503488 3.56606219353922
1 0.133903331588954 2.15535586767553 0.947417070922167
1 3.82387957070023 5.19415013019383 1.64043221000123
1 8.6969084572047 0.562972003142697 0.316440273228248
1 3.4034899668768 13.261491022071 2.80066527934098
1 4.82080115471035 9.8333272838307 3.21662019628667
1 5.99565825425088 2.80320807566347 8.36289632169829
1 4.93541307048872 1.49555610280532 1.80009472521215
1 1.86217601411045 1.90974935404782 4.12062118988701
1 8.27373318606988 4.70822405963688 14.3398869292994
1 6.68466738192365 5.91925791188082 17.6935845354032
1 7.9423986072652 6.81020136065745 19.3782684370683
1 1.07943625887856 2.22793815817563 2.76815242980833
1 7.23710946040228 7.17761987590792 20.2292203198766
1 4.11274429643527 2.67786723069335 2.70651307373536
1 8.20946294115856 5.50053352669741 15.0589951993822
1 6.47060193819925 8.12264256232725 23.2644250062555
1 7.8293276228942 6.52206216034278 17.8793973323645
1 5.53036311641335 7.40835808892468 21.7017765841622
1 5.29719580197707 1.36012071422004 6.65018021195456
1 7.89356231689453 2.32636952810519 6.57735746918555
1 0.23331202333793 3.66537907627059 3.54696674540447
1 4.77230065036565 2.80436872374672 3.56061420972148
1 7.323137386702 4.87040226984993 14.7101081558321
1 6.92731556482613 3.91944069472139 10.4658573825176
1 4.77619622135535 3.3987208574922 3.6812910132852
1 8.612094768323 8.16338795522286 22.4950383152877
1 4.38097107224166 8.10482884748501 1.48499304521651
1 2.44797277031466 2.79764040066769 0.90618328870936
1 0.706790471449494 3.05582437214434 2.46500448850488
1 0.994661601725966 11.2322809908979 3.10459872583369
1 3.1627170718275 5.1536699086384 3.42863037475628
1 5.18634263193235 2.52807824202037 6.95809983887024
1 6.62005076417699 8.66328933721945 27.8058995667727
1 4.06830187188461 14.2558140500231 3.32707238015142
1 9.12875924259424 7.39064639587284 21.9759067634699
1 2.93603372760117 2.23685399443435 3.24576946602985
1 4.59065726259723 11.406037854881 3.03034578209239
1 3.32394674187526 3.02761746331343 3.78565729632983
1 6.5087046707049 11.0607806203887 33.3884036126125
1 2.58016780717298 0.43458046538985 3.61451032991609
1 4.78545248275623 10.6144325983536 3.13143131140211
1 7.66310670645908 8.53380796956256 25.2376335939232
1 0.842469143681228 3.59699380349537 2.27076710913218
1 8.75321330036968 5.52861277044892 16.092883497165
1 3.39072937844321 5.32172038561548 3.39235906366427
1 8.39440350187942 4.7014528733554 13.5343231946818
1 3.4668348915875 9.99841983297614 2.25349919395274
1 3.33774930797517 4.38034133581102 2.69325790523617
1 4.76351245073602 3.20225611762189 4.62448068250677
1 8.92198335845023 8.98275915250085 25.0985680320577
1 8.64339470630512 6.08160652569811 17.9001984426977
1 3.89989543473348 0.894094723264858 3.39636258442692
1 7.77320698834956 9.07015190646729 27.6679652526102
1 9.60617997217923 7.27629153898794 21.1657457525309
1 4.34659484773874 4.39672102362063 3.97448101485436
1 7.12514678714797 7.19787738157588 21.1385965324178
1 3.99994368897751 12.2548915417089 2.93048365838252
1 3.25352151878178 9.4574745869652 2.22400823628916
1 7.57087148027495 10.7670722865651 30.9741145469591
1 2.02692255144939 4.09250768998142 3.81819427914857
1 7.11121222469956 2.39385900342756 6.91717934080059
1 1.21691921027377 4.73155287977667 3.26478502134434
1 2.45488513959572 15.2302660466592 2.15525479637799
1 1.4330437942408 5.78528294266731 3.03083056753542
1 2.39629415096715 13.9332296169571 3.87046730614748
1 0.589343772735447 4.28467376393343 3.20691317700525
1 6.42288258532062 3.80232671136671 11.8709714225247
1 8.76269212691113 10.6757228200368 31.5515841819963
1 7.78914677444845 2.00678199647401 7.00280391899695
1 7.9730882588774 4.16263978829617 13.1073546949781
1 4.55274453619495 3.81259285631801 3.35056620092077
